50.141.148.52,23-11-2015 10:51:48,719.22,61.950000000000045,194.21043140538734,0.31898389572436514,
96.29.8.132,27-11-2015 21:26:44,994.020202020202,-832.9736842105262,810.8916519825942,-1.0272317912928841,
68.38.90.220,28-11-2015 19:58:55,1274.99,-92.04999999999995,894.8320566538642,-0.10286846488737987,
107.147.172.18,29-11-2015 20:09:02,937.28,-285.89999999999986,797.7268924085454,-0.3583933332581947,
159.242.176.242,29-11-2015 22:06:59,1066.7878787878788,-724.021052631579,679.7391209902432,-1.065145480484963,
159.242.204.5,30-11-2015 11:48:21,826.97,-443.95000000000005,504.8147407078141,-0.8794315304214889,
159.242.68.13,01-12-2015 12:02:12,925.85,-22.25,572.7484563320701,-0.038847769477181826,
159.242.66.57,01-12-2015 15:56:14,1062.23,-25.5,889.8278989465264,-0.02865722689768396,
159.242.174.220,03-12-2015 11:36:57,954.31,36.899999999999864,599.6305935473512,0.0615378874878671,
159.242.203.49,03-12-2015 13:22:18,1009.75,-999,680.9729841397566,-1.4670185503203084,
159.242.236.198,03-12-2015 13:38:44,1014.19,-858.9,910.3240603608116,-0.9435101601725989,
159.242.251.207,03-12-2015 18:12:07,1108.42,476.1500000000001,825.897643360055,0.5765242264923375,
159.242.220.242,03-12-2015 20:21:55,859.82,-542.3499999999999,496.1908331969847,-1.0930270446666843,
108.81.204.244,05-12-2015 22:13:38,934.59,4.600000000000136,663.5746455798401,0.006932151538099526,
159.242.217.16,06-12-2015 23:13:57,1188.28,-346.45000000000005,1008.1860046002398,-0.343636986051371,
68.44.151.79,09-12-2015 21:12:09,1199.5,-941.6000000000001,862.6452995411921,-1.0915262628809326,

